정답,연도,월,번호,단원,유형,서술형
5,2010,6,21,2010-06-21,[어법],■ 각 문항의 어법 출제 의도를 설명하시고 올바른 답을 고르세요.\r\n■ South Africa의 location에 관한 어구에 모두 파란색 표시하세요.\r\n■ South Africa의 language에 관한 어구에 모두 빨간색 표시하세요.
2,2010,6,22,2010-06-22,[어법],■ 각 문항의 어법 출제 의도를 설명하시고 틀린 것은 올바르게 고치세요.\r\n■ Confucius의 view에 관한 어구에 모두 파란색 표시하세요.\r\n■ Confucius가 어떤 행동을 했는지 관한 어구에 모두 빨간색 표시하세요.\r\n■ Confucius의 행동의 결과에 대해서 밑줄 표시하세요.
3,2010,6,23,2010-06-23,[무관한문장],"■ Some airlines 고객에게 통보한 내용에 관해 파란색 표시하세요.\r\n■ ""의도""에 관한 내용에 빨간색 표시하세요."
4,2010,6,24,2010-06-24,[빈칸],■ difficult episode에 해당하는 어구에 모두 밑줄 표시하세요.\r\n■ difficult episode에 대한 첫번째 반응에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ difficult episode에 대한 두번째 반응에 해당하는 어구에 모두 파란색 표시하세요.
5,2010,6,25,2010-06-25,[빈칸],■ people의 특징에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ Social imitation에 해당하는 어구에 모두 파란색 표시하세요.
5,2010,6,26,2010-06-26,[빈칸],■ 실험의 조건에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ 실험의 결과에 해당하는 어구에 모두 파란색 표시하세요.\r\n■ 실험의 결과로 부터 알 수 있는 사실에 해당하는 어구에 모두 밑줄 표시하세요.
3,2010,6,27,2010-06-27,[빈칸],■ 문제점에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ 해결책에 해당하는 어구에 모두 파란색 표시하세요.
5,2010,6,28,2010-06-28,[빈칸],■ 문제점에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ 해결책에 해당하는 어구에 모두 파란색 표시하세요.
5,2010,6,29,2010-06-29,[어휘],■ global에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ hand­held phones에 해당하는 어구에 모두 파란색 표시하세요.
4,2010,6,30,2010-06-30,[그림],"■ 위 문제에서 틀린 문항번호를 선택하고, 올바르게 고치시오."
3,2010,6,31,2010-06-31,[심경분위기],■ 분위기에 해당하는 어구에 모두 빨간색 표시하세요.
1,2010,6,32,2010-06-32,[연결사],■ ask questions에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ admit에 해당하는 어구에 모두 파란색 표시하세요.
2,2010,6,33,2010-06-33,[주제],■ Mountain people에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ lowland people에 해당하는 어구에 모두 파란색 표시하세요.
4,2010,6,34,2010-06-34,[주제],■ ate the wrong foods에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ ate the wrong foods의 반대 개념에 해당하는 어구에 모두 파란색 표시하세요.
4,2010,6,35,2010-06-35,[도표],"■ 위 문제에서 틀린 문항을 고르고, 올바르게 고쳐 쓰시오."
4,2010,6,36,2010-06-36,[일치불일치],■ 보기의 내용을 본문에 모두 번호 표시하시고 일치 하지 않는 내용은 올바르게 고치세요.
3,2010,6,37,2010-06-37,[일치불일치],■ 보기의 내용을 본문에 모두 번호 표시하시고 일치 하지 않는 내용은 올바르게 고치세요.
1,2010,6,38,2010-06-38,[요지],■ make sense에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ make sense의 반대 개념에 해당하는 어구에 모두 파란색 표시하세요.
2,2010,6,39,2010-06-39,[요지],■ 핵심어에 동그라미 표시하시고 핵심어에 관련된 어구에 모두 파란색 표시하세요.\r\n■ 핵심어를 하기 위한 수단에 관련된 어구에 모두 빨간색 표시하세요.
4,2010,6,40,2010-06-40,[문장넣기],■ make progress in putting the fire out에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ something was wrong에 해당하는 어구에 모두 파란색 표시하세요.
4,2010,6,41,2010-06-41,[제목],"■ ""문제점""에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ ""해결책"" 에 해당하는 어구에 모두 파란색 표시하세요."
4,2010,6,42,2010-06-42,[제목],■ 단어량 측정하는 방법에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ 깨닫게 된 점에 해당하는 어구에 모두 파란색 표시하세요.
4,2010,6,43,2010-06-43,[순서],■ 이 글에서 앞 문장과의 연결고리가 될 수 있는 연결사를 찾아 세모표시하시고 대명사가 있으면 앞 문장의 무엇을 나타내는지 쓰세요.\r\n■ lunch의 특징에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ sandwich의 특징에 해당하는 어구에 모두 파란색 표시하세요.
2,2010,6,44,2010-06-44,[주장],"■ ""문제점""에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ 글쓴이의 주장에 해당하는 어구에 모두 파란색 표시하세요."
5,2010,6,45,2010-06-45,[요약문완성],■ tribe의 특징에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ meeting이 끝난 후에 해당하는 어구에 모두 파란색 표시하세요.
3,2010,6,46,2010-06-46,[장문3],■ 앞문장과의 연결고리가 될 수 있는 연결사를 찾아 세모표시하시고 대명사가 있으면 앞문장의 무엇을 나타내는지 쓰세요.\r\n■ 밑줄친 부분이 될 수 있는 첫번째 명사에 동그라미 표시하시고 그것의 특징에 대한 어구에 모두 빨간색 표시하세요\r\n■ 밑줄친 부분이 될 수 있는 두번째 명사에 세모 표시하시고 그것의 특징에 대한 어구에 모두 파란색 표시하세요.\r\n■ 48번 각 문항에 대한 것을 본문에 모두 밑줄 표시하시고 일치하지 않는 내용은 올바르게 고치세요.
2,2010,6,47,2010-06-47,[장문3],
5,2010,6,48,2010-06-48,[장문3],
5,2010,6,49,2010-06-49,[장문2],■ daughter가 운 이유에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ 글쓴이가 주장한 문제점에 대한 해결책에 해당하는 어구에 모두 파란색 표시하세요.
5,2010,6,50,2010-06-50,[장문2],
5,2010,9,18,2010-09-18,[지칭추론],■ 이것의 사용/사용방법에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ 이것 사용의 효과에 해당하는 어구에 모두 파란색 표시하세요.
5,2010,9,19,2010-09-19,[지칭추론],■ They가 될 수 있는 첫 번째 명사에 동그라미 포시하시고 특징에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ They가 될 수 있는 두 번째 명사에 세모 표시하시고 특징에 해당하는 어구에 모두 파란색 표시하세요.
4,2010,9,20,2010-09-20,[목적],■ 배경에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ 글을 쓴 목적에 해당하는 어구에 모두 파란색 표시하세요.
2,2010,9,21,2010-09-21,[어법],■ 각 문항의 어법 출제 의도를 설명하시고 올바른 답을 고르세요.\r\n■ 우리의 생각/행동에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ 우리에게 발생한 상황에 해당하는 어구에 모두 파란색 표시하세요.
3,2010,9,22,2010-09-22,[어법],■ 각 문항의 어법 출제 의도를 설명하시고 틀린 것은 올바르게 고치세요.\r\n■ self-help groups/ groups의 형성에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ self-help groups에서 하는일/효과에 해당하는 어구에 모두 파란색 표시하세요.
3,2010,9,23,2010-09-23,[무관한문장],■ pitch의 정의/우리가 잘못 알고 있는 사실에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ pitch에 대한 글쓴이의 주장에 해당하는 어구에 모두 파란색 표시하세요.
2,2010,9,24,2010-09-24,[빈칸],■ “typical kids”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “typical kids”와 반대 개념에 해당하는 어구에 모두 파란색 표시하세요.
1,2010,9,25,2010-09-25,[빈칸],■ “relationship”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “relationship에 영향을 주는 요소에 해당하는 어구에 모두 파란색 표시하세요.
2,2010,9,26,2010-09-26,[빈칸],■ cooperative에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ cooperative에 반대 개념에 해당하는 어구에 모두 파란색 표시하세요.
5,2010,9,27,2010-09-27,[빈칸],■ 핵심어에 동그라미 표시하시고 핵심어에 대한 일반적인 사람들의 생각에 대해서 빨간색 표시하세요.\r\n■ 핵심어에 대한 글쓴이의 주장에 모두 파란색 표시하세요.
3,2010,9,28,2010-09-28,[빈칸],■ 문제점에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ 해결책에 해당하는 어구에 모두 파란색 표시하세요.
5,2010,9,29,2010-09-29,[심경분위기],■ I의 심경을 나타내는 어구에 모두 파란색 표시하세요.
3,2010,9,30,2010-09-30,[그림],"■ 위 문제에서 틀린 문항번호를 선택하고, 올바르게 고치시오."
4,2010,9,31,2010-09-31,[어휘],■ 문제점 및 원인에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ 해결책에 해당하는 어구에 모두 파란색 표시하세요.
4,2010,9,32,2010-09-32,[연결사],■ traditional economy에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ traditional economy와 반대 개념에 해당하는 어구에 모두 파란색 표시하세요.
2,2010,9,33,2010-09-33,[주제],■ 문제점에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ 해결책에 해당하는 어구에 모두 파란색 표시하세요.
3,2010,9,34,2010-09-34,[주제],■ woman에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ man에 해당하는 어구에 모두 파란색 표시하세요.
3,2010,9,35,2010-09-35,[도표],"■ 위 문제에서 틀린 문항을 고르고, 올바르게 고쳐 쓰시오."
3,2010,9,36,2010-09-36,[일치불일치],■ 보기의 내용을 본문에 모두 번호 표시하시고 일치 하지 않는 내용은 올바르게 고치세요.\r\n■ Samuel Johnson의 관한 내용에 대해서 모두 파란색 표시하세요.
3,2010,9,37,2010-09-37,[일치불일치],■ 보기의 내용을 본문에 모두 번호 표시하시고 일치 하지 않는 내용은 올바르게 고치세요.\r\n■ roadrunner의 관한 내용에 대해서 모두 파란색 표시하세요.
4,2010,9,38,2010-09-38,[요지],■ 문제점에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ 해결책에 해당하는 어구에 모두 파란색 표시하세요.
4,2010,9,39,2010-09-39,[요지],■ “flood of information”에 관련된 어구에 모두 파란색 표시하세요.\r\n■ “biased interpretations of the facts”에 관련된 어구에 모두 빨간색 표시하세요.
5,2010,9,40,2010-09-40,[문장넣기],■ “simulator sickness”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “simulator sickness”의 해결책에 해당하는 어구에 모두 파란색 표시하세요.
4,2010,9,41,2010-09-41,[제목],"■ ""문제점""에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ ""해결책"" 에 해당하는 어구에 모두 파란색 표시하세요."
4,2010,9,42,2010-09-42,[제목],■ “Lo-fi”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “hi-fi”에 해당하는 어구에 모두 파란색 표시하세요.
1,2010,9,43,2010-09-43,[순서],■ 이 글에서 앞 문장과의 연결고리가 될 수 있는 연결사를 찾아 세모표시하시고 대명사가 있으면 앞 문장의 무엇을 나타내는지 쓰세요.\r\n■ “Mind-to-Body Model”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “Mind-to-Body Model”와 반대 개념에 해당하는 어구에 모두 파란색 표시하세요.
2,2010,9,44,2010-09-44,[주장],"■ ""문제점""에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ ""해결책"" 에 해당하는 어구에 모두 파란색 표시하세요."
3,2010,9,45,2010-09-45,[요약문완성],■ “실험 조건”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “실험 결과”에 해당하는 어구에 모두 파란색 표시하세요.
4,2010,9,46,2010-09-46,[장문3],■ 이 글에서 he[him]이 될 수 있는 명사를 모두 찾으시고 각 번호의 he[him]이 무엇을 가리키는지 서술하세요.\r\n■ 앞문장과의 연결고리가 될 수 있는 연결사를 찾아 세모표시하시고 대명사가 있으면 앞문장의 무엇을 나타내는지 쓰세요.\r\n■ 밑줄친 부분이 될 수 있는 첫번째 명사에 동그라미 표시하시고 그것의 특징에 대한 어구에 모두 빨간색 표시하세요\r\n■ 밑줄친 부분이 될 수 있는 두번째 명사에 세모 표시하시고 그것의 특징에 대한 어구에 모두 파란색 표시하세요.\r\n■ 48번 각 문항에 대한 것을 본문에 모두 밑줄 표시하시고 일치하지 않는 내용은 올바르게 고치세요.
4,2010,9,47,2010-09-47,[장문3],
4,2010,9,48,2010-09-48,[장문3],
1,2010,9,49,2010-09-49,[장문2],■ linguistic knowledge에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ linguistic knowledge와 반대 개념에 어구에 모두 파란색 표시하세요.
5,2010,9,50,2010-09-50,[장문2],
4,2010,11,18,2010-11-18,[지칭추론],■ this에 해당하는 어구에 모두 파란색 표시하세요.
4,2010,11,19,2010-11-19,[지칭추론],■ She가 될 수 있는 첫 번째 명사에 동그라미 표시하시고 She가 한 행동에 대한 어구에 모두 빨간색 표시하세요.\r\n■ She가 될 수 있는 두 번째 명사에 세모 표시하시고 She가 한 행동에 대한 어구에 모두 파란색 표시하세요.
3,2010,11,20,2010-11-20,[목적],■ 배경에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ 글을 쓴 목적에 해당하는 어구에 모두 파란색 표시하세요.
1,2010,11,21,2010-11-21,[어법],■ 각 문항의 어법 출제 의도를 설명하시고 올바른 답을 고르세요.\r\n■ “hypnosis”에 관한 어구에 모두 파란색 표시하세요.\r\n■ “highway hypnosis”에 관한 어구에 모두 빨간색 표시하세요.
5,2010,11,22,2010-11-22,[어법],■ 각 문항의 어법 출제 의도를 설명하시고 틀린 것은 올바르게 고치세요.\r\n■ 핵심어에 동그라미 표시하시고 base stealer를 나타내는 어구에 모두 파란색 표시하세요.\r\n■ being caught stealing를 나타내는 어구에 모두 빨간색 표시하세요.
4,2010,11,23,2010-11-23,[무관한문장],■ 문제점에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ 해결책에 해당하는 어구에 모두 파란색 표시하세요.
2,2010,11,24,2010-11-24,[빈칸],■ “Planning a trip”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “Planning a trip”와 반대 개념에 해당하는 어구에 모두 파란색 표시하세요.
3,2010,11,25,2010-11-25,[빈칸],■ “Anger”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “what is happening in his body”에 해당하는 어구에 모두 파란색 표시하세요.
1,2010,11,26,2010-11-26,[빈칸],■ “senses”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “senses”에 반대 개념에 해당하는 어구에 모두 파란색 표시하세요.
5,2010,11,27,2010-11-27,[빈칸],■ 자세에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ confidence에 해당하는 어구에 모두 파란색 표시하세요.
1,2010,11,28,2010-11-28,[빈칸],■ “loss of large animals”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “loss of large animals”의 결과에 해당하는 어구에 모두 파란색 표시하세요.
2,2010,11,29,2010-11-29,[심경분위기],■ He의 심경을 나타내는 어구에 모두 파란색 표시하세요.
4,2010,11,30,2010-11-30,[그림],■ recreational diving equipment에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ cave diving equipment에 해당하는 어구에 모두 파란색 표시하세요.
4,2010,11,31,2010-11-31,[어휘],"■ “goods, services, and capital” 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “labor”에 해당하는 어구에 모두 파란색 표시하세요."
2,2010,11,32,2010-11-32,[연결사],■ 문제점에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ 해결책에 해당하는 어구에 모두 파란색 표시하세요.
2,2010,11,33,2010-11-33,[주제],■ “Desperation”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “new kind of scandal”에 해당하는 어구에 모두 파란색 표시하세요.
1,2010,11,34,2010-11-34,[주제],■ “structured interview”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “structured interview” 반대 개념에 해당하는 어구에 모두 파란색 표시하세요.
3,2010,11,35,2010-11-35,[도표],"■ 위 문제에서 틀린 문항을 고르고, 올바르게 고쳐 쓰시오."
2,2010,11,36,2010-11-36,[일치불일치],■ 보기의 내용을 본문에 모두 번호 표시하시고 일치 하지 않는 내용은 올바르게 고치세요.\r\n■ Igbo의 관한 내용에 대해서 모두 파란색 표시하세요.
2,2010,11,37,2010-11-37,[일치불일치],■ 보기의 내용을 본문에 모두 번호 표시하시고 일치 하지 않는 내용은 올바르게 고치세요.\r\n■ an innovative plane의 관한 내용에 대해서 모두 파란색 표시하세요.
1,2010,11,38,2010-11-38,[요지],■ organize에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ efficient combination에 해당하는 어구에 모두 파란색 표시하세요.
5,2010,11,39,2010-11-39,[요지],■ “work closely”에 관련된 어구에 모두 파란색 표시하세요.\r\n■ “misunderstandings”에 관련된 어구에 모두 빨간색 표시하세요.
3,2010,11,40,2010-11-40,[문장넣기],■ “South Korea”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “one country”의 해결책에 해당하는 어구에 모두 파란색 표시하세요.
4,2010,11,41,2010-11-41,[제목],"■ ""boycott""에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ ""Buycotting"" 에 해당하는 어구에 모두 파란색 표시하세요."
1,2010,11,42,2010-11-42,[제목],■ 이 글에 핵심어에 동그라미 표시하시고 핵심어의 특징에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ 핵심어의 기능을 나타내는 어구에 모두 파란색 표시하세요.
4,2010,11,43,2010-11-43,[순서],■ 이 글에서 앞 문장과의 연결고리가 될 수 있는 연결사를 찾아 세모표시하시고 대명사가 있으면 앞 문장의 무엇을 나타내는지 쓰세요.\r\n■ “irrational”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “irrational”와 반대 개념에 해당하는 어구에 모두 파란색 표시하세요.
2,2010,11,44,2010-11-44,[주장],"■ ""stick to some rigid work schedule""에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ ""available to my four-year-old"" 에 해당하는 어구에 모두 파란색 표시하세요."
4,2010,11,45,2010-11-45,[요약문완성],■ “get at the oxygen”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “reposition”에 해당하는 어구에 모두 파란색 표시하세요.
5,2010,11,46,2010-11-46,[장문3],■ 이 글에서 he[him]이 될 수 있는 명사를 모두 찾으시고 각 번호의 he[him]이 무엇을 가리키는지 서술하세요.\r\n■ 앞문장과의 연결고리가 될 수 있는 연결사를 찾아 세모표시하시고 대명사가 있으면 앞문장의 무엇을 나타내는지 쓰세요.\r\n■ 47번 각 문항에 대한 것을 본문에 모두 밑줄 표시하시고 일치하지 않는 내용은 올바르게 고치세요.
4,2010,11,47,2010-11-47,[장문3],
5,2010,11,48,2010-11-48,[장문3],
3,2010,11,49,2010-11-49,[장문2],■ 이 글에서 he가 될 수 있는 명사에 각각 누구인지 표시하세요.\r\n■ new clothing business에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ new clothing business와 반대 개념에 어구에 모두 파란색 표시하세요.
3,2010,11,50,2010-11-50,[장문2],
1,2011,3,18,2011-03-18,[목적],■ 이 글의 상황을 나타낸 어구에 모두 파란색 표시하세요.\r\n■ 이 글의 목적을 나타낸 어구에 모두 빨간색 표시하세요.
5,2011,3,19,2011-03-19,[지칭추론],■ They가 될 수 있는 첫 번째 명사에 동그라미 표시하시고 They의 특징에 대한 어구에 모두 빨간색 표시하세요.\r\n■ They가 될 수 있는 두 번째 명사에 동그라미 표시하시고 They의 특징에 대한 어구에 모두 파란색 표시하세요.
5,2011,3,20,2011-03-20,[어법],■ 각 문항의 어법 출제 의도를 설명하시고 올바른 답을 고르세요.\r\n■ “문제점”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “해결책”에 해당하는 어구에 모두 파란색 표시하세요.
2,2011,3,21,2011-03-21,[어법],■ 각 문항의 어법 출제 의도를 설명하시고 올바른 답을 고르세요.\r\n■ “내가 닥친 상황”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “his kindness.”에 관한 어구에 모두 파란색 표시하세요.
4,2011,3,22,2011-03-22,[무관한문장],■ “you are in danger”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ can't move at all에 해당하는 어구에 모두 파란색 표시하세요.
3,2011,3,23,2011-03-23,[주장],■ 핵심어에 동그라미 표시하시고 핵심어의 특징에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ 글쓴이의 주장에 해당하는 어구에 모두 파란색 표시하세요.
5,2011,3,24,2011-03-24,[빈칸],■ “실험의 목적 및 조건”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “실험의 결과 및 결론”에 해당하는 어구에 모두 파란색 표시하세요.
4,2011,3,25,2011-03-25,[빈칸],■ “People with this sense”에 관한 어구에 모두 파란색 표시하세요.
4,2011,3,26,2011-03-26,[빈칸],■ “decoding the letters”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “decoding the letters”에 반대 개념에 해당하는 어구에 모두 파란색 표시하세요.
2,2011,3,27,2011-03-27,[빈칸],■ “practice”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “break”에 해당하는 어구에 모두 파란색 표시하세요.
4,2011,3,28,2011-03-28,[빈칸],■ “upset”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “upset”의 반대 개념에 해당하는 어구에 모두 파란색 표시하세요.
1,2011,3,29,2011-03-29,[빈칸],■ “prepare for a final exam”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “prepare for a final exam”의 반대 개념에 해당하는 어구에 모두 파란색 표시하세요.
3,2011,3,30,2011-03-30,[심경분위기],■ I의 심경을 나타내는 어구에 모두 파란색 표시하세요.
4,2011,3,31,2011-03-31,[어휘],■ “문제점”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “해결책”에 해당하는 어구에 모두 파란색 표시하세요.
4,2011,3,32,2011-03-32,[어휘],■ “How would you feel ”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “글쓴이의 주장”에 해당하는 어구에 모두 파란색 표시하세요.
5,2011,3,33,2011-03-33,[연결사],■ 핵심어에 동그라미 표시하시고 핵심어의 첫 번째 특징에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ 핵심어의 두 번째 특징에 해당하는 어구에 모두 파란색 표시하세요.
2,2011,3,34,2011-03-34,[제목],■ “clown”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “aspirin”에 해당하는 어구에 모두 파란색 표시하세요.
3,2011,3,35,2011-03-35,[제목],■ 핵심어에 동그라미 표시하시고 핵심어의 특징에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ 특징에 대한 예시를 나타낸 어구에 모두 파란색 표시하세요.
5,2011,3,36,2011-03-36,[일치불일치],■ 보기의 내용을 본문에 모두 번호 표시하시고 일치 하지 않는 내용은 올바르게 고치세요.\r\n■ 고대 이집트인의 관한 내용에 대해서 모두 파란색 표시하세요.
1,2011,3,37,2011-03-37,[일치불일치],■ 보기의 내용을 본문에 모두 번호 표시하시고 일치 하지 않는 내용은 올바르게 고치세요.\r\n■ Henry James의 관한 내용에 대해서 모두 파란색 표시하세요.
5,2011,3,38,2011-03-38,[도표],■ 도표와 맞지 않는 내용을 보기에서 고르고 올바르게 고치세요.
5,2011,3,39,2011-03-39,[주장],■ “문제점”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “해결책”에 해당하는 어구에 모두 파란색 표시하세요.
5,2011,3,40,2011-03-40,[주장],■ “letter”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “e-mail”에 해당하는 어구에 모두 파란색 표시하세요.
3,2011,3,41,2011-03-41,[제목],"■ 핵심어에 동그라미 표시하시고 ""predictable""에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “no one expected"" 에 해당하는 어구에 모두 파란색 표시하세요."
4,2011,3,42,2011-03-42,[제목],■ 이 글에 핵심어에 동그라미 표시하시고 핵심어의 탄생 배경에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ 핵심어의 발달에 관한 어구에 모두 파란색 표시하세요.
5,2011,3,43,2011-03-43,[순서],■ 이 글에서 앞 문장과의 연결고리가 될 수 있는 연결사를 찾아 세모표시하시고 대명사가 있으면 앞 문장의 무엇을 나타내는지 쓰세요.\r\n■ “windmill”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “windmill”과 반대 개념에 해당하는 어구에 모두 파란색 표시하세요.
2,2011,3,44,2011-03-44,[문장넣기],"■ 이 글에서 앞 문장과의 연결고리가 될 수 있는 연결사를 찾아 세모표시하시고 대명사가 있으면 앞 문장의 무엇을 나타내는지 쓰세요.\r\n■ ""도서관이 하는일""에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ User들이 할 수 있는일에 해당하는 어구에 모두 파란색 표시하세요."
1,2011,3,45,2011-03-45,[요약문완성],■ “문제점”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “해결책”에 해당하는 어구에 모두 파란색 표시하세요.
3,2011,3,46,2011-03-46,[장문3],■ 이 글에서 he[him]이 될 수 있는 명사를 모두 찾으시고 각 번호의 he[him]이 무엇을 가리키는지 서술하세요.\r\n■ 앞문장과의 연결고리가 될 수 있는 연결사를 찾아 세모표시하시고 대명사가 있으면 앞문장의 무엇을 나타내는지 쓰세요.\r\n■ 48번 각 문항에 대한 것을 본문에 모두 밑줄 표시하시고 일치하지 않는 내용은 올바르게 고치세요.
3,2011,3,47,2011-03-47,[장문3],
1,2011,3,48,2011-03-48,[장문3],
5,2011,3,49,2011-03-49,[장문2],■ “swimming together”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “big risk”에 해당하는 어구에 모두 파란색 표시하세요.
3,2011,3,50,2011-03-50,[장문2],
1,2011,6,18,2011-06-18,[목적],■ 이 글의 상황을 나타낸 어구에 모두 파란색 표시하세요.\r\n■ 이 글의 목적을 나타낸 어구에 모두 빨간색 표시하세요.
3,2011,6,19,2011-06-19,[지칭추론],■ She[her]가 될 수 있는 첫 번째 명사에 동그라미 표시하시고 They의 특징에 대한 어구에 모두 빨간색 표시하세요.\r\n■ She[her]가 될 수 있는 두 번째 명사에 세모 표시하시고 They의 특징에 대한 어구에 모두 파란색 표시하세요.
3,2011,6,20,2011-06-20,[어법],■ 각 문항의 어법 출제 의도를 설명하시고 올바른 답을 고르세요.\r\n■ “Grandma”의 성격 및 특성에 해당하는 어구에 모두 빨간색 표시하세요.
4,2011,6,21,2011-06-21,[어법],■ “예전 타이어의 특징”에 관한 어구에 모두 파란색 표시하세요.\r\n■ “요즘 타이어의 특징”에 관한 어구에 모두 빨간색 표시하세요.
3,2011,6,22,2011-06-22,[주장],■ “undivided attention”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ undivided attention의 반대 개념의 어구에 모두 파란색 표시하세요.
3,2011,6,23,2011-06-23,[무관한문장],■ 핵심어에 동그라미 표시하시고 핵심어의 단점 및 주의점에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ 핵심어의 장점에 해당하는 어구에 모두 파란색 표시하세요.
3,2011,6,24,2011-06-24,[빈칸],■ “established business”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “established business”와 반대개념의 어구에 모두 파란색 표시하세요.
1,2011,6,25,2011-06-25,[빈칸],■ “engineer의 생각”에 관한 어구에 모두 파란색 표시하세요.\r\n■ “글쓴이의 생각”에 관한 어구에 모두 빨간색 표시하세요.
2,2011,6,26,2011-06-26,[빈칸],■ “embrace”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “blessing”에 해당하는 어구에 모두 파란색 표시하세요.
5,2011,6,27,2011-06-27,[빈칸],■ “문제점”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “해결책”에 해당하는 어구에 모두 파란색 표시하세요.
